order_id,order_item_id,order_date,status,payment_method,customer_id,first_name,last_name,email,country,store_id,store_name,city,region,channel,product_id,sku,product_name,category,brand,quantity,unit_cost,unit_price,discount_rate,discount_amount,net_sales,profit,shipping_fee,order_total
152,269,2024-08-28 08:00:00,Delivered,Google Pay,114,Freya,Thomas,freya.thomas5281@email.com,United Kingdom,9,Online Store,Online,National,Online,1048,SKU-1048,Luma Perfume 2,Beauty,Luma,3,54.26,94.7,0.05,14.21,269.89,107.11,2.99,272.88
153,270,2024-09-19 18:14:00,Delivered,Google Pay,304,Layla,Thompson,layla.thompson2879@email.com,United Kingdom,3,Birmingham Retail Store,Birmingham,West Midlands,Store,1052,SKU-1052,Endura Dumbbells 2,Sports,Endura,3,29.79,65.28,0.0,0.0,195.84,106.47,0.0,195.84
154,271,2024-10-24 13:51:00,Returned,Card,437,Amir,Green,amir.green4497@email.com,United Kingdom,9,Online Store,Online,National,Online,1043,SKU-1043,PureGlow Conditioner 1,Beauty,PureGlow,1,117.42,206.97,0.05,10.35,-196.62,-314.04,0.0,-696.06
154,272,2024-10-24 13:51:00,Returned,Card,437,Amir,Green,amir.green4497@email.com,United Kingdom,9,Online Store,Online,National,Online,1069,SKU-1069,Roast & Bean Sparkling Water 1,Grocery,Roast & Bean,2,111.4,228.69,0.0,0.0,-457.38,-680.18,0.0,-696.06
154,273,2024-10-24 13:51:00,Returned,Card,437,Amir,Green,amir.green4497@email.com,United Kingdom,9,Online Store,Online,National,Online,1041,SKU-1041,Luma Shampoo 1,Beauty,Luma,1,31.02,44.27,0.05,2.21,-42.06,-73.08,0.0,-696.06
155,274,2024-02-16 08:54:00,Delivered,Apple Pay,175,Charlie,Thomas,charlie.thomas8999@email.com,United Kingdom,4,Leeds Retail Store,Leeds,Yorkshire,Store,1034,SKU-1034,Aero Jacket 2,Fashion,Aero,2,92.93,143.22,0.25,71.61,214.83,28.97,0.0,214.83
156,275,2024-04-05 13:52:00,Delivered,Google Pay,117,Sophia,Turner,sophia.turner5326@email.com,United Kingdom,9,Online Store,Online,National,Online,1037,SKU-1037,PureGlow Face Wash 1,Beauty,PureGlow,1,104.85,156.56,0.15,23.48,133.08,28.23,4.99,293.76
156,276,2024-04-05 13:52:00,Delivered,Google Pay,117,Sophia,Turner,sophia.turner5326@email.com,United Kingdom,9,Online Store,Online,National,Online,1014,SKU-1014,CasaNest Air Fryer 2,Home,CasaNest,1,80.37,163.88,0.05,8.19,155.69,75.32,4.99,293.76
157,277,2025-01-29 19:54:00,Shipped,PayPal,432,Lily,Khan,lily.khan9631@email.com,Germany,9,Online Store,Online,National,Online,1018,SKU-1018,Oak & Co Storage Box 2,Home,Oak & Co,2,85.11,164.78,0.0,0.0,329.56,159.34,0.0,329.56
158,278,2025-05-09 20:36:00,Delivered,Google Pay,186,Muhammad,Baker,muhammad.baker43@email.com,Ireland,9,Online Store,Online,National,Online,1009,SKU-1009,Echo Tablet Stand 1,Electronics,Echo,2,14.96,23.74,0.05,2.37,45.11,15.19,3.99,49.1
159,279,2024-05-13 15:58:00,Delivered,Card,422,Lily,Green,lily.green4758@email.com,United Kingdom,1,London Retail Store,London,South,Store,1044,SKU-1044,Velora Conditioner 2,Beauty,Velora,2,18.02,30.57,0.0,0.0,61.14,25.1,0.0,335.62
159,280,2024-05-13 15:58:00,Delivered,Card,422,Lily,Green,lily.green4758@email.com,United Kingdom,1,London Retail Store,London,South,Store,1055,SKU-1055,Core Resistance Bands 1,Sports,Core,1,31.43,53.24,0.0,0.0,53.24,21.81,0.0,335.62
159,281,2024-05-13 15:58:00,Delivered,Card,422,Lily,Green,lily.green4758@email.com,United Kingdom,1,London Retail Store,London,South,Store,1015,SKU-1015,CasaNest Kettle 1,Home,CasaNest,1,103.07,221.24,0.0,0.0,221.24,118.17,0.0,335.62
160,282,2024-09-24 18:20:00,Cancelled,Gift Card,538,Mia,Brown,mia.brown3366@email.com,United Kingdom,2,Manchester Retail Store,Manchester,North West,Store,1049,SKU-1049,Endura Yoga Mat 1,Sports,Endura,1,32.0,39.16,0.05,0.0,0.0,0.0,0.0,0.0
160,283,2024-09-24 18:20:00,Cancelled,Gift Card,538,Mia,Brown,mia.brown3366@email.com,United Kingdom,2,Manchester Retail Store,Manchester,North West,Store,1053,SKU-1053,Sprint Football 1,Sports,Sprint,1,11.29,16.07,0.0,0.0,0.0,0.0,0.0,0.0
160,284,2024-09-24 18:20:00,Cancelled,Gift Card,538,Mia,Brown,mia.brown3366@email.com,United Kingdom,2,Manchester Retail Store,Manchester,North West,Store,1059,SKU-1059,Endura Gym Bag 1,Sports,Endura,1,10.09,20.05,0.0,0.0,0.0,0.0,0.0,0.0
161,285,2025-05-08 13:42:00,Delivered,Gift Card,395,Charlie,Roberts,charlie.roberts5849@email.com,United Kingdom,6,Liverpool Retail Store,Liverpool,North West,Store,1005,SKU-1005,NovaTech Smart Watch 1,Electronics,NovaTech,1,68.67,135.51,0.1,13.55,121.96,53.29,0.0,121.96
162,286,2025-09-19 08:00:00,Delivered,Google Pay,161,Jacob,Patel,jacob.patel9425@email.com,United Kingdom,9,Online Store,Online,National,Online,1021,SKU-1021,NorthHome Bedding Set 1,Home,NorthHome,2,83.1,176.11,0.0,0.0,352.22,186.02,4.99,405.28
162,287,2025-09-19 08:00:00,Delivered,Google Pay,161,Jacob,Patel,jacob.patel9425@email.com,United Kingdom,9,Online Store,Online,National,Online,1024,SKU-1024,Oak & Co Throw Blanket 2,Home,Oak & Co,1,27.88,48.07,0.0,0.0,48.07,20.19,4.99,405.28
163,288,2024-06-18 09:48:00,Delivered,Apple Pay,247,Muhammad,Jones,muhammad.jones6071@email.com,United Kingdom,8,Sheffield Retail Store,Sheffield,Yorkshire,Store,1043,SKU-1043,PureGlow Conditioner 1,Beauty,PureGlow,1,117.42,206.97,0.05,10.35,196.62,79.2,0.0,196.62
164,289,2025-06-03 11:35:00,Delivered,Card,413,Jack,Hall,jack.hall2256@email.com,United Kingdom,4,Leeds Retail Store,Leeds,Yorkshire,Store,1014,SKU-1014,CasaNest Air Fryer 2,Home,CasaNest,1,80.37,163.88,0.1,16.39,147.49,67.12,0.0,327.61
164,290,2025-06-03 11:35:00,Delivered,Card,413,Jack,Hall,jack.hall2256@email.com,United Kingdom,4,Leeds Retail Store,Leeds,Yorkshire,Store,1035,SKU-1035,Aero Socks Pack 1,Fashion,Aero,2,53.87,90.06,0.0,0.0,180.12,72.38,0.0,327.61
165,291,2025-03-30 20:36:00,Delivered,Apple Pay,511,Eva,Jones,eva.jones152@email.com,United Kingdom,2,Manchester Retail Store,Manchester,North West,Store,1024,SKU-1024,Oak & Co Throw Blanket 2,Home,Oak & Co,3,27.88,48.07,0.0,0.0,144.21,60.57,0.0,144.21
166,292,2025-05-24 19:41:00,Delivered,Card,414,Isla,Johnson,isla.johnson4567@email.com,United Kingdom,1,London Retail Store,London,South,Store,1033,SKU-1033,UrbanThread Jacket 1,Fashion,UrbanThread,1,82.59,105.86,0.1,10.59,95.27,12.68,0.0,598.72
166,293,2025-05-24 19:41:00,Delivered,Card,414,Isla,Johnson,isla.johnson4567@email.com,United Kingdom,1,London Retail Store,London,South,Store,1037,SKU-1037,PureGlow Face Wash 1,Beauty,PureGlow,1,104.85,156.56,0.05,7.83,148.73,43.88,0.0,598.72
166,294,2025-05-24 19:41:00,Delivered,Card,414,Isla,Johnson,isla.johnson4567@email.com,United Kingdom,1,London Retail Store,London,South,Store,1036,SKU-1036,Aero Socks Pack 2,Fashion,Aero,2,116.71,236.48,0.25,118.24,354.72,121.3,0.0,598.72
167,295,2025-07-16 08:52:00,Delivered,Apple Pay,619,Noah,Ward,noah.ward5153@email.com,United Kingdom,5,Glasgow Retail Store,Glasgow,Scotland,Store,1006,SKU-1006,Voltix Smart Watch 2,Electronics,Voltix,3,28.79,52.62,0.05,7.89,149.97,63.6,0.0,149.97
168,296,2025-06-04 16:13:00,Delivered,Apple Pay,468,Isla,Walker,isla.walker5556@email.com,United Kingdom,7,Bristol Retail Store,Bristol,South West,Store,1002,SKU-1002,Pulse Headphones 2,Electronics,Pulse,1,19.33,24.51,0.15,3.68,20.83,1.5,0.0,116.1
168,297,2025-06-04 16:13:00,Delivered,Apple Pay,468,Isla,Walker,isla.walker5556@email.com,United Kingdom,7,Bristol Retail Store,Bristol,South West,Store,1033,SKU-1033,UrbanThread Jacket 1,Fashion,UrbanThread,1,82.59,105.86,0.1,10.59,95.27,12.68,0.0,116.1
169,298,2024-12-05 16:49:00,Shipped,Apple Pay,485,Adam,Ali,adam.ali7727@email.com,Ireland,2,Manchester Retail Store,Manchester,North West,Store,1068,SKU-1068,DailyTable Olive Oil 2,Grocery,DailyTable,1,47.34,108.08,0.0,0.0,108.08,60.74,0.0,260.71
169,299,2024-12-05 16:49:00,Shipped,Apple Pay,485,Adam,Ali,adam.ali7727@email.com,Ireland,2,Manchester Retail Store,Manchester,North West,Store,1027,SKU-1027,Crafted Hoodie 1,Fashion,Crafted,2,45.35,104.17,0.3,62.5,145.84,55.14,0.0,260.71
169,300,2024-12-05 16:49:00,Shipped,Apple Pay,485,Adam,Ali,adam.ali7727@email.com,Ireland,2,Manchester Retail Store,Manchester,North West,Store,1051,SKU-1051,PeakFit Dumbbells 1,Sports,PeakFit,1,3.84,7.54,0.1,0.75,6.79,2.95,0.0,260.71
170,301,2024-10-25 16:33:00,Delivered,PayPal,109,Amir,Johnson,amir.johnson208@email.com,United Kingdom,9,Online Store,Online,National,Online,1003,SKU-1003,NovaTech Bluetooth Speaker 1,Electronics,NovaTech,2,72.09,85.54,0.0,0.0,171.08,26.9,4.99,176.07
171,302,2025-02-23 09:16:00,Delivered,Google Pay,193,Layla,Hughes,layla.hughes6247@email.com,United Kingdom,2,Manchester Retail Store,Manchester,North West,Store,1014,SKU-1014,CasaNest Air Fryer 2,Home,CasaNest,1,80.37,163.88,0.1,16.39,147.49,67.12,0.0,166.97
171,303,2025-02-23 09:16:00,Delivered,Google Pay,193,Layla,Hughes,layla.hughes6247@email.com,United Kingdom,2,Manchester Retail Store,Manchester,North West,Store,1064,SKU-1064,Harvest Protein Bars 2,Grocery,Harvest,1,8.92,20.51,0.05,1.03,19.48,10.56,0.0,166.97
172,304,2025-04-13 21:50:00,Delivered,Google Pay,347,Adam,Hughes,adam.hughes3146@email.com,United Kingdom,9,Online Store,Online,National,Online,1032,SKU-1032,Crafted Trainers 2,Fashion,Crafted,3,64.91,147.13,0.0,0.0,441.39,246.66,0.0,441.39
173,305,2025-10-10 21:43:00,Delivered,Gift Card,462,Ava,Williams,ava.williams4334@email.com,United Kingdom,9,Online Store,Online,National,Online,1035,SKU-1035,Aero Socks Pack 1,Fashion,Aero,1,53.87,90.06,0.25,22.52,67.54,13.67,2.99,447.34
173,306,2025-10-10 21:43:00,Delivered,Gift Card,462,Ava,Williams,ava.williams4334@email.com,United Kingdom,9,Online Store,Online,National,Online,1024,SKU-1024,Oak & Co Throw Blanket 2,Home,Oak & Co,1,27.88,48.07,0.0,0.0,48.07,20.19,2.99,447.34
173,307,2025-10-10 21:43:00,Delivered,Gift Card,462,Ava,Williams,ava.williams4334@email.com,United Kingdom,9,Online Store,Online,National,Online,1022,SKU-1022,CasaNest Bedding Set 2,Home,CasaNest,5,29.8,35.37,0.1,17.68,159.17,10.17,2.99,447.34
173,308,2025-10-10 21:43:00,Delivered,Gift Card,462,Ava,Williams,ava.williams4334@email.com,United Kingdom,9,Online Store,Online,National,Online,1010,SKU-1010,Echo Tablet Stand 2,Electronics,Echo,1,102.16,188.41,0.1,18.84,169.57,67.41,2.99,447.34
174,309,2024-01-05 16:47:00,Delivered,Google Pay,444,Amir,Smith,amir.smith8160@email.com,United Kingdom,9,Online Store,Online,National,Online,1010,SKU-1010,Echo Tablet Stand 2,Electronics,Echo,2,102.16,188.41,0.1,37.68,339.14,134.82,2.99,342.13
175,310,2024-04-16 14:42:00,Delivered,Google Pay,330,Amir,Davies,amir.davies5268@email.com,United Kingdom,9,Online Store,Online,National,Online,1016,SKU-1016,Haven Kettle 2,Home,Haven,1,35.52,66.81,0.0,0.0,66.81,31.29,4.99,140.48
175,311,2024-04-16 14:42:00,Delivered,Google Pay,330,Amir,Davies,amir.davies5268@email.com,United Kingdom,9,Online Store,Online,National,Online,1017,SKU-1017,Oak & Co Storage Box 1,Home,Oak & Co,2,22.03,34.34,0.0,0.0,68.68,24.62,4.99,140.48
176,312,2025-12-10 20:15:00,Delivered,Google Pay,352,Noah,Baker,noah.baker2713@email.com,United Kingdom,9,Online Store,Online,National,Online,1052,SKU-1052,Endura Dumbbells 2,Sports,Endura,2,29.79,65.28,0.0,0.0,130.56,70.98,2.99,133.55
177,313,2024-11-02 21:44:00,Shipped,Gift Card,322,Amir,Khan,amir.khan5296@email.com,United Kingdom,6,Liverpool Retail Store,Liverpool,North West,Store,1041,SKU-1041,Luma Shampoo 1,Beauty,Luma,1,31.02,44.27,0.1,4.43,39.84,8.82,0.0,39.84
178,314,2024-08-02 17:45:00,Shipped,PayPal,354,Jacob,White,jacob.white4669@email.com,Ireland,6,Liverpool Retail Store,Liverpool,North West,Store,1016,SKU-1016,Haven Kettle 2,Home,Haven,1,35.52,66.81,0.05,3.34,63.47,27.95,0.0,63.47
179,315,2025-10-27 10:32:00,Shipped,Card,331,Grace,Williams,grace.williams1014@email.com,United Kingdom,5,Glasgow Retail Store,Glasgow,Scotland,Store,1049,SKU-1049,Endura Yoga Mat 1,Sports,Endura,1,32.0,39.16,0.1,3.92,35.24,3.24,0.0,166.62
179,316,2025-10-27 10:32:00,Shipped,Card,331,Grace,Williams,grace.williams1014@email.com,United Kingdom,5,Glasgow Retail Store,Glasgow,Scotland,Store,1013,SKU-1013,Oak & Co Air Fryer 1,Home,Oak & Co,1,70.55,138.3,0.05,6.92,131.38,60.83,0.0,166.62
180,317,2024-12-26 16:30:00,Shipped,Gift Card,428,Isla,Clark,isla.clark7843@email.com,United Kingdom,9,Online Store,Online,National,Online,1058,SKU-1058,Endura Running Bottle 2,Sports,Endura,1,81.78,186.6,0.1,18.66,167.94,86.16,4.99,172.93
181,318,2024-01-14 16:06:00,Delivered,Card,149,Ava,White,ava.white9730@email.com,United Kingdom,1,London Retail Store,London,South,Store,1038,SKU-1038,Velora Face Wash 2,Beauty,Velora,3,20.88,42.32,0.1,12.7,114.26,51.62,0.0,114.26
182,319,2024-09-30 20:50:00,Shipped,Apple Pay,294,Emily,Taylor,emily.taylor862@email.com,United Kingdom,1,London Retail Store,London,South,Store,1043,SKU-1043,PureGlow Conditioner 1,Beauty,PureGlow,2,117.42,206.97,0.0,0.0,413.94,179.1,0.0,464.0
182,320,2024-09-30 20:50:00,Shipped,Apple Pay,294,Emily,Taylor,emily.taylor862@email.com,United Kingdom,1,London Retail Store,London,South,Store,1009,SKU-1009,Echo Tablet Stand 1,Electronics,Echo,1,14.96,23.74,0.05,1.19,22.55,7.59,0.0,464.0
182,321,2024-09-30 20:50:00,Shipped,Apple Pay,294,Emily,Taylor,emily.taylor862@email.com,United Kingdom,1,London Retail Store,London,South,Store,1044,SKU-1044,Velora Conditioner 2,Beauty,Velora,1,18.02,30.57,0.1,3.06,27.51,9.49,0.0,464.0
183,322,2024-03-04 19:50:00,Delivered,Apple Pay,555,Olivia,Williams,olivia.williams4517@email.com,Ireland,8,Sheffield Retail Store,Sheffield,Yorkshire,Store,1054,SKU-1054,Core Football 2,Sports,Core,4,28.07,36.55,0.0,0.0,146.2,33.92,0.0,1007.97
183,323,2024-03-04 19:50:00,Delivered,Apple Pay,555,Olivia,Williams,olivia.williams4517@email.com,Ireland,8,Sheffield Retail Store,Sheffield,Yorkshire,Store,1010,SKU-1010,Echo Tablet Stand 2,Electronics,Echo,2,102.16,188.41,0.05,18.84,357.98,153.66,0.0,1007.97
183,324,2024-03-04 19:50:00,Delivered,Apple Pay,555,Olivia,Williams,olivia.williams4517@email.com,Ireland,8,Sheffield Retail Store,Sheffield,Yorkshire,Store,1029,SKU-1029,UrbanThread Jeans 1,Fashion,UrbanThread,2,103.75,137.55,0.0,0.0,275.1,67.6,0.0,1007.97
183,325,2024-03-04 19:50:00,Delivered,Apple Pay,555,Olivia,Williams,olivia.williams4517@email.com,Ireland,8,Sheffield Retail Store,Sheffield,Yorkshire,Store,1069,SKU-1069,Roast & Bean Sparkling Water 1,Grocery,Roast & Bean,1,111.4,228.69,0.0,0.0,228.69,117.29,0.0,1007.97
184,326,2025-07-28 14:15:00,Shipped,Card,295,Adam,Ali,adam.ali816@email.com,United Kingdom,2,Manchester Retail Store,Manchester,North West,Store,1050,SKU-1050,Endura Yoga Mat 2,Sports,Endura,1,71.83,101.61,0.0,0.0,101.61,29.78,0.0,278.54
184,327,2025-07-28 14:15:00,Shipped,Card,295,Adam,Ali,adam.ali816@email.com,United Kingdom,2,Manchester Retail Store,Manchester,North West,Store,1030,SKU-1030,Northline Jeans 2,Fashion,Northline,1,95.67,156.47,0.15,23.47,133.0,37.33,0.0,278.54
184,328,2025-07-28 14:15:00,Shipped,Card,295,Adam,Ali,adam.ali816@email.com,United Kingdom,2,Manchester Retail Store,Manchester,North West,Store,1025,SKU-1025,Crafted T-Shirt 1,Fashion,Crafted,2,19.72,25.84,0.15,7.75,43.93,4.49,0.0,278.54
185,329,2025-12-02 13:35:00,Delivered,Gift Card,258,George,Smith,george.smith5870@email.com,United Kingdom,4,Leeds Retail Store,Leeds,Yorkshire,Store,1025,SKU-1025,Crafted T-Shirt 1,Fashion,Crafted,1,19.72,25.84,0.1,2.58,23.26,3.54,0.0,23.26
186,330,2025-12-22 19:41:00,Delivered,Gift Card,603,James,Smith,james.smith8674@email.com,United Kingdom,3,Birmingham Retail Store,Birmingham,West Midlands,Store,1055,SKU-1055,Core Resistance Bands 1,Sports,Core,1,31.43,53.24,0.1,5.32,47.92,16.49,0.0,502.18
186,331,2025-12-22 19:41:00,Delivered,Gift Card,603,James,Smith,james.smith8674@email.com,United Kingdom,3,Birmingham Retail Store,Birmingham,West Midlands,Store,1007,SKU-1007,NovaTech Phone Charger 1,Electronics,NovaTech,1,91.78,122.4,0.0,0.0,122.4,30.62,0.0,502.18
186,332,2025-12-22 19:41:00,Delivered,Gift Card,603,James,Smith,james.smith8674@email.com,United Kingdom,3,Birmingham Retail Store,Birmingham,West Midlands,Store,1015,SKU-1015,CasaNest Kettle 1,Home,CasaNest,2,103.07,221.24,0.25,110.62,331.86,125.72,0.0,502.18
187,333,2024-06-30 18:04:00,Returned,Gift Card,178,Thomas,Green,thomas.green225@email.com,United Kingdom,4,Leeds Retail Store,Leeds,Yorkshire,Store,1041,SKU-1041,Luma Shampoo 1,Beauty,Luma,1,31.02,44.27,0.0,0.0,-44.27,-75.29,0.0,-44.27
188,334,2025-01-21 08:27:00,Delivered,PayPal,271,Hassan,Clark,hassan.clark1875@email.com,United Kingdom,9,Online Store,Online,National,Online,1025,SKU-1025,Crafted T-Shirt 1,Fashion,Crafted,5,19.72,25.84,0.25,32.3,96.9,-1.7,3.99,322.72
188,335,2025-01-21 08:27:00,Delivered,PayPal,271,Hassan,Clark,hassan.clark1875@email.com,United Kingdom,9,Online Store,Online,National,Online,1069,SKU-1069,Roast & Bean Sparkling Water 1,Grocery,Roast & Bean,1,111.4,228.69,0.03,6.86,221.83,110.43,3.99,322.72
189,336,2024-12-04 15:45:00,Delivered,Apple Pay,41,Grace,Wright,grace.wright8786@email.com,United Kingdom,1,London Retail Store,London,South,Store,1003,SKU-1003,NovaTech Bluetooth Speaker 1,Electronics,NovaTech,4,72.09,85.54,0.15,51.32,290.84,2.48,0.0,347.73
189,337,2024-12-04 15:45:00,Delivered,Apple Pay,41,Grace,Wright,grace.wright8786@email.com,United Kingdom,1,London Retail Store,London,South,Store,1008,SKU-1008,Voltix Phone Charger 2,Electronics,Voltix,1,42.81,56.89,0.0,0.0,56.89,14.08,0.0,347.73
190,338,2025-09-22 21:42:00,Delivered,Apple Pay,587,Hassan,Lewis,hassan.lewis7693@email.com,United Kingdom,9,Online Store,Online,National,Online,1024,SKU-1024,Oak & Co Throw Blanket 2,Home,Oak & Co,2,27.88,48.07,0.05,4.81,91.33,35.57,0.0,456.1
190,339,2025-09-22 21:42:00,Delivered,Apple Pay,587,Hassan,Lewis,hassan.lewis7693@email.com,United Kingdom,9,Online Store,Online,National,Online,1035,SKU-1035,Aero Socks Pack 1,Fashion,Aero,1,53.87,90.06,0.0,0.0,90.06,36.19,0.0,456.1
190,340,2025-09-22 21:42:00,Delivered,Apple Pay,587,Hassan,Lewis,hassan.lewis7693@email.com,United Kingdom,9,Online Store,Online,National,Online,1037,SKU-1037,PureGlow Face Wash 1,Beauty,PureGlow,1,104.85,156.56,0.0,0.0,156.56,51.71,0.0,456.1
190,341,2025-09-22 21:42:00,Delivered,Apple Pay,587,Hassan,Lewis,hassan.lewis7693@email.com,United Kingdom,9,Online Store,Online,National,Online,1070,SKU-1070,Roast & Bean Sparkling Water 2,Grocery,Roast & Bean,1,52.49,118.15,0.0,0.0,118.15,65.66,0.0,456.1
191,342,2025-12-25 13:33:00,Delivered,Card,189,Sophia,Walker,sophia.walker5447@email.com,France,4,Leeds Retail Store,Leeds,Yorkshire,Store,1045,SKU-1045,Velora Body Lotion 1,Beauty,Velora,1,34.01,73.23,0.1,7.32,65.91,31.9,0.0,1246.92
191,343,2025-12-25 13:33:00,Delivered,Card,189,Sophia,Walker,sophia.walker5447@email.com,France,4,Leeds Retail Store,Leeds,Yorkshire,Store,1040,SKU-1040,PureGlow Moisturiser 2,Beauty,PureGlow,5,111.7,241.33,0.1,120.67,1085.98,527.48,0.0,1246.92
191,344,2025-12-25 13:33:00,Delivered,Card,189,Sophia,Walker,sophia.walker5447@email.com,France,4,Leeds Retail Store,Leeds,Yorkshire,Store,1019,SKU-1019,CasaNest Desk Lamp 1,Home,CasaNest,1,74.27,100.03,0.05,5.0,95.03,20.76,0.0,1246.92
192,345,2025-11-10 13:21:00,Returned,Gift Card,224,Layla,Young,layla.young2241@email.com,United Kingdom,7,Bristol Retail Store,Bristol,South West,Store,1048,SKU-1048,Luma Perfume 2,Beauty,Luma,4,54.26,94.7,0.05,18.94,-359.86,-576.9,0.0,-506.32
192,346,2025-11-10 13:21:00,Returned,Gift Card,224,Layla,Young,layla.young2241@email.com,United Kingdom,7,Bristol Retail Store,Bristol,South West,Store,1045,SKU-1045,Velora Body Lotion 1,Beauty,Velora,2,34.01,73.23,0.0,0.0,-146.46,-214.48,0.0,-506.32
193,347,2025-10-26 08:07:00,Delivered,Gift Card,457,Mia,Hughes,mia.hughes5056@email.com,United Kingdom,1,London Retail Store,London,South,Store,1060,SKU-1060,Endura Gym Bag 2,Sports,Endura,3,32.09,43.92,0.1,13.18,118.58,22.31,0.0,118.58
194,348,2024-11-24 14:58:00,Delivered,Apple Pay,117,Sophia,Turner,sophia.turner5326@email.com,United Kingdom,6,Liverpool Retail Store,Liverpool,North West,Store,1004,SKU-1004,NovaTech Bluetooth Speaker 2,Electronics,NovaTech,1,28.58,49.48,0.0,0.0,49.48,20.9,0.0,146.9
194,349,2024-11-24 14:58:00,Delivered,Apple Pay,117,Sophia,Turner,sophia.turner5326@email.com,United Kingdom,6,Liverpool Retail Store,Liverpool,North West,Store,1064,SKU-1064,Harvest Protein Bars 2,Grocery,Harvest,5,8.92,20.51,0.05,5.13,97.42,52.82,0.0,146.9
195,350,2025-06-13 21:49:00,Delivered,Google Pay,521,Noah,Williams,noah.williams7823@email.com,United Kingdom,6,Liverpool Retail Store,Liverpool,North West,Store,1069,SKU-1069,Roast & Bean Sparkling Water 1,Grocery,Roast & Bean,1,111.4,228.69,0.0,0.0,228.69,117.29,0.0,536.3
195,351,2025-06-13 21:49:00,Delivered,Google Pay,521,Noah,Williams,noah.williams7823@email.com,United Kingdom,6,Liverpool Retail Store,Liverpool,North West,Store,1027,SKU-1027,Crafted Hoodie 1,Fashion,Crafted,3,45.35,104.17,0.25,78.13,234.38,98.33,0.0,536.3
195,352,2025-06-13 21:49:00,Delivered,Google Pay,521,Noah,Williams,noah.williams7823@email.com,United Kingdom,6,Liverpool Retail Store,Liverpool,North West,Store,1045,SKU-1045,Velora Body Lotion 1,Beauty,Velora,1,34.01,73.23,0.0,0.0,73.23,39.22,0.0,536.3
196,353,2024-10-30 18:12:00,Delivered,PayPal,85,Layla,Green,layla.green9884@email.com,United Kingdom,2,Manchester Retail Store,Manchester,North West,Store,1006,SKU-1006,Voltix Smart Watch 2,Electronics,Voltix,1,28.79,52.62,0.1,5.26,47.36,18.57,0.0,209.47
196,354,2024-10-30 18:12:00,Delivered,PayPal,85,Layla,Green,layla.green9884@email.com,United Kingdom,2,Manchester Retail Store,Manchester,North West,Store,1035,SKU-1035,Aero Socks Pack 1,Fashion,Aero,2,53.87,90.06,0.1,18.01,162.11,54.37,0.0,209.47
197,355,2025-07-04 16:00:00,Shipped,PayPal,216,Mia,Turner,mia.turner4950@email.com,United Kingdom,4,Leeds Retail Store,Leeds,Yorkshire,Store,1044,SKU-1044,Velora Conditioner 2,Beauty,Velora,2,18.02,30.57,0.0,0.0,61.14,25.1,0.0,223.9
197,356,2025-07-04 16:00:00,Shipped,PayPal,216,Mia,Turner,mia.turner4950@email.com,United Kingdom,4,Leeds Retail Store,Leeds,Yorkshire,Store,1014,SKU-1014,CasaNest Air Fryer 2,Home,CasaNest,1,80.37,163.88,0.1,16.39,147.49,67.12,0.0,223.9
197,357,2025-07-04 16:00:00,Shipped,PayPal,216,Mia,Turner,mia.turner4950@email.com,United Kingdom,4,Leeds Retail Store,Leeds,Yorkshire,Store,1053,SKU-1053,Sprint Football 1,Sports,Sprint,1,11.29,16.07,0.05,0.8,15.27,3.98,0.0,223.9
198,358,2025-12-02 14:53:00,Shipped,Google Pay,551,Isla,Edwards,isla.edwards2087@email.com,United Kingdom,8,Sheffield Retail Store,Sheffield,Yorkshire,Store,1036,SKU-1036,Aero Socks Pack 2,Fashion,Aero,2,116.71,236.48,0.0,0.0,472.96,239.54,0.0,594.69
198,359,2025-12-02 14:53:00,Shipped,Google Pay,551,Isla,Edwards,isla.edwards2087@email.com,United Kingdom,8,Sheffield Retail Store,Sheffield,Yorkshire,Store,1072,SKU-1072,Harvest Chocolate Box 2,Grocery,Harvest,1,70.76,125.49,0.03,3.76,121.73,50.97,0.0,594.69
199,360,2025-12-03 10:01:00,Delivered,Card,340,Jack,Hall,jack.hall2318@email.com,United Kingdom,9,Online Store,Online,National,Online,1038,SKU-1038,Velora Face Wash 2,Beauty,Velora,1,20.88,42.32,0.2,8.46,33.86,12.98,2.99,36.85
200,361,2024-09-14 16:04:00,Delivered,Google Pay,234,Olivia,Taylor,olivia.taylor6465@email.com,United Kingdom,2,Manchester Retail Store,Manchester,North West,Store,1022,SKU-1022,CasaNest Bedding Set 2,Home,CasaNest,1,29.8,35.37,0.0,0.0,35.37,5.57,0.0,35.37
201,362,2025-04-06 18:25:00,Delivered,Card,18,Layla,Green,layla.green2547@email.com,United Kingdom,1,London Retail Store,London,South,Store,1046,SKU-1046,Botaniq Body Lotion 2,Beauty,Botaniq,1,115.83,256.94,0.0,0.0,256.94,141.11,0.0,783.38
201,363,2025-04-06 18:25:00,Delivered,Card,18,Layla,Green,layla.green2547@email.com,United Kingdom,1,London Retail Store,London,South,Store,1054,SKU-1054,Core Football 2,Sports,Core,2,28.07,36.55,0.0,0.0,73.1,16.96,0.0,783.38
201,364,2025-04-06 18:25:00,Delivered,Card,18,Layla,Green,layla.green2547@email.com,United Kingdom,1,London Retail Store,London,South,Store,1034,SKU-1034,Aero Jacket 2,Fashion,Aero,3,92.93,143.22,0.15,64.45,365.21,86.42,0.0,783.38
